# Time, Roll, Pitch, Yaw, X, Y, Z, T1, T2, T3, T4, Wind X, Wind Y, PID Roll, PID Pitch, PID Yaw, PID X, PID Y, PID Z, Set Roll, Set Pitch, Set Yaw, Set X, Set Y, Set Z
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000075950002670311e+01,5.602519999999999722e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.602519999999999722e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.640519999999999867e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.047197551196597631e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000021e-02,7.430572931426713268e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000172881505489286e+01,5.512410462766550445e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.512410462766550445e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.550245457129629356e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.047197551196597631e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000042e-02,2.217220730869325251e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.935916068098498621e-06,1.000365612348443811e+01,2.761193133545880585e-01,1.165746834872195825e-01,1.165746834872195825e-01,2.761193133545880585e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.977231493368425186e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.047197551196597631e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.999999999999999889e-02,4.646044099131638738e+00,5.166824317806517444e-20,-1.334505924389241722e-18,0.000000000000000000e+00,-3.686258463918711290e-05,1.000579324691184269e+01,8.036975807221302670e-02,3.133238770681195939e-01,3.133238770681195939e-01,8.036975807221302670e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.164770594979532836e-01,-6.313368516210531166e-22,1.630429850279661414e-20,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.047197551196597631e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000083e-02,7.497008615712799084e+00,1.033364863561303489e-19,-2.669011848778483444e-18,-4.861101902499220774e-25,-1.135866151592517101e-04,1.000812886371420518e+01,0.000000000000000000e+00,4.228384182048504636e-01,4.228384182048504636e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.249467760798378735e-01,-1.028057350312168581e-20,2.655240526004435744e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.047197551196597631e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,9.998768899799779675e+00,2.066729727122606978e-19,-5.338023697556966887e-18,-3.239560125134791663e-24,-2.782633985946503436e-04,1.001049801030937125e+01,4.696587620293457555e-03,3.937553053633193745e-01,3.937553053633193745e-01,4.696587620293457555e-03,0.000000000000000000e+00,0.000000000000000000e+00,-1.945293588715129585e-01,-2.056123718433958996e-20,5.310483381161098237e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.047197551196597631e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.999999999999999778e-02,1.167555903693998509e+01,2.931229444409819587e-17,-2.893792695579117390e-18,-1.276659815750928072e-23,-5.692791463227783386e-04,1.001286715691051477e+01,1.293461596492626597e-01,2.713444391453654347e-01,2.713444391453654347e-01,1.293461596492626597e-01,0.000000000000000000e+00,0.000000000000000000e+00,-7.099913974805138750e-02,-5.438058280554509117e-18,-3.912423038840598791e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.047197551196597631e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000666e-02,1.260321123675677946e+01,5.841791591548413825e-17,-4.495616936012686634e-19,2.212575951705455177e-22,-1.030616374303192865e-03,1.001526983331004139e+01,2.494909444059657810e-01,1.525975655309408097e-01,1.525975655309408097e-01,2.494909444059657810e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.844668943751248569e-02,-5.793752486912386221e-18,-4.211041404854258761e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.047197551196597631e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000167e-02,1.314336712089889581e+01,1.021558330038095334e-16,3.894993246103421077e-18,9.482402067360883491e-22,-1.688099721462147599e-03,1.001767250969924739e+01,3.109852536624949093e-01,9.197052094949507983e-02,9.197052094949505208e-02,3.109852536624948538e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.095073663564999078e-01,-8.882107601692174946e-18,-8.058548816620829357e-19,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.047197551196597631e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.999999999999999667e-02,1.378566924861497434e+01,8.151981353523517038e-17,-7.477824264865986401e-18,2.803367156953864503e-21,-2.561476896637191174e-03,1.002007518608468573e+01,2.858796107266107223e-01,1.181591661450946407e-01,1.181591661450946407e-01,2.858796107266107223e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.386022229075804080e-02,2.605238112233667800e-18,2.076291271090572931e-18,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.047197551196597631e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
