# Time, Roll, Pitch, Yaw, X, Y, Z, T1, T2, T3, T4, Wind X, Wind Y, PID Roll, PID Pitch, PID Yaw, PID X, PID Y, PID Z, Set Roll, Set Pitch, Set Yaw, Set X, Set Y, Set Z
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.999509500026702469e+00,7.074470901440537141e-01,9.999999009137385819e-01,5.630161069033820303e-09,1.822587920613359231e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
1.000000000000000021e-02,-1.940051106475721432e-01,-1.132285947950371074e+00,1.407666620552224489e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.999595654487610119e+00,5.533614495986560744e-01,9.999999964152297416e-01,1.033554478018654294e-10,1.179713238849024829e-11,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
2.000000000000000042e-02,-6.846903009432221410e-01,-3.294598035601141728e+00,5.313680262370785307e-02,-1.918551686167539741e-05,3.282608397389352663e-06,9.999671464687990508e+00,2.351734176213169936e-01,9.999999999959776620e-01,3.113330948337947965e-14,4.131980514725774445e-16,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
2.999999999999999889e-02,-1.879253728226671250e+00,-7.407797630664915367e+00,1.529370982301689608e-01,-8.274220911947378714e-05,1.574912938309798655e-05,1.000060408175651716e+01,1.379108945069219272e-01,9.999999999999935607e-01,1.455434354209202092e-17,1.588097358586667726e-20,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
4.000000000000000083e-02,-3.950795438264177672e+00,-1.330385779179974648e+01,3.444824587364734292e-01,-2.571917079999858254e-04,5.457594769567144838e-05,1.000223123364550837e+01,1.006239970562442798e-01,1.000000000000000000e+00,5.214431154304992816e-21,5.418945116880994240e-25,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
5.000000000000000278e-02,-7.150727228688459114e+00,-2.074367733412100989e+01,6.787289089790432550e-01,-6.342122862555762009e-04,1.490318237507105370e-04,1.000431587646322562e+01,7.401065335483998642e-02,1.000000000000000000e+00,1.496630995948797969e-24,1.622140782184410417e-29,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
5.999999999999999778e-02,-1.159534494030701701e+01,-2.963747087015924819e+01,1.221813990479727607e+00,-1.339815161461108649e-03,3.473231093191397542e-04,1.000674725787158970e+01,5.206050150345788163e-02,1.000000000000000000e+00,3.259824616303817545e-28,4.078332140339488886e-34,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
7.000000000000000666e-02,-1.739230570275927334e+01,-3.993068533438226808e+01,2.073680812840191123e+00,-2.524886941102272124e-03,7.174016008900297890e-04,1.000942532735513701e+01,6.967826873213754935e-01,1.000000000000000000e+00,3.082328196880137333e-32,8.347601165759045313e-40,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
8.000000000000000167e-02,-2.434791597554218967e+01,-5.199444803022936412e+01,3.524397804448744953e+00,-4.607444042539197461e-03,1.461519543055099686e-03,1.001252128284844289e+01,9.984358368721272248e-01,1.000000000000000000e+00,1.964754781893079032e-36,7.301500579220708495e-46,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
8.999999999999999667e-02,-3.273766062112865427e+01,-6.593982703202242135e+01,6.075313736047978530e+00,-7.937865124726849186e-03,2.789828731247814310e-03,1.001589675622359366e+01,9.999995729344121065e-01,1.000000000000000000e+00,2.370891854371357728e-41,1.038776743674760174e-52,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
1.000000000000000056e-01,-4.322809306348118952e+01,-8.207023161836765723e+01,1.084227832372505418e+01,-1.295514069253585893e-02,4.982002587073127223e-03,1.001949592555082091e+01,9.999999999846311827e-01,1.000000000000000000e+00,6.757363390752645026e-49,1.339956208128476641e-61,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
1.100000000000000006e-01,-6.094030535801640269e+01,-1.003743687586548532e+02,2.308113034666630980e+01,-1.994603336106273717e-02,8.304186037080798360e-03,1.002294041514849887e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.302077053769751611e-69,1.306754248541390251e-80,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
1.199999999999999956e-01,-7.392629835230231095e+01,-1.204383297791575274e+02,3.064136632979949937e+01,-2.894094103862968753e-02,1.296799704916581225e-02,1.002572323903333817e+01,1.000000000000000000e+00,1.000000000000000000e+00,3.213014588746607730e-71,1.830544564869084838e-84,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
1.300000000000000044e-01,-9.126485548267085335e+01,-1.418358852350972654e+02,4.227041161554836179e+01,-3.985177221122426783e-02,1.918431312539193440e-02,1.002747538097103686e+01,9.999999999999995559e-01,1.000000000000000000e+00,1.161890497541029058e-52,6.077221790343928730e-72,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
1.400000000000000133e-01,-1.012286774412860098e+02,-1.638483709670577468e+02,4.577510672896639221e+01,-5.256834083999407936e-02,2.710788989773838670e-02,1.002815888230562180e+01,9.999999999997826183e-01,1.000000000000000000e+00,4.920347390778906018e-45,2.056820975397022681e-67,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
1.499999999999999944e-01,-1.086468353654424419e+02,-1.859698093232426288e+02,4.540981729108026599e+01,-6.698519679840286845e-02,3.681649007895645975e-02,1.002791984882858500e+01,9.999999998907149745e-01,1.000000000000000000e+00,1.749309969070655982e-40,6.059967285583522233e-65,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
1.600000000000000033e-01,-1.151543153828487078e+02,-2.076379106770139629e+02,4.209454630438601441e+01,-8.310265564989387232e-02,4.826317884745688624e-02,1.002711900983519655e+01,9.999999067688920551e-01,1.000000000000000000e+00,7.886522552058968074e-38,5.566376216313032396e-64,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
1.700000000000000122e-01,-1.219136641911410948e+02,-2.284839993002385370e+02,3.606977443885406842e+01,-1.009928711836650256e-01,6.128790967112553861e-02,1.002604166652927731e+01,9.997839736080810225e-01,1.000000000000000000e+00,1.059134393612319483e-36,1.640406463244676679e-64,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
1.799999999999999933e-01,-1.300762128984764558e+02,-2.482049628672854169e+02,2.708316966553864447e+01,-1.207802685980457480e-01,7.568078828553563564e-02,1.002481877402112431e+01,6.440858472059337592e-01,1.000000000000000000e+00,6.468727359035978305e-37,1.007497875158390555e-66,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
1.900000000000000022e-01,-1.411621628154581742e+02,-2.666471507494932780e+02,1.452417895797615621e+01,-1.424139148505591534e-01,9.116842438555169958e-02,1.002333120149242340e+01,5.776956497555827026e-04,1.000000000000000000e+00,2.307575245583479679e-39,4.187387835151306201e-72,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
2.000000000000000111e-01,-1.606459642148835769e+02,-2.838412780650902505e+02,-6.207505178765604370e+00,-1.656411943099028172e-01,1.074800257739892129e-01,1.002132906830403059e+01,3.527481796825119982e-09,1.000000000000000000e+00,4.565915498586905488e-50,2.701938349150905336e-91,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
2.099999999999999922e-01,-1.823799736950850843e+02,-2.996787634272399714e+02,-2.842755718216520933e+01,-1.903201557181037618e-01,1.244798450369405257e-01,1.001845048745579980e+01,2.650383924953184026e-12,1.000000000000000000e+00,2.460198578103187333e-58,1.984060786542299558e-105,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
2.200000000000000011e-01,-2.120358706698114304e+02,-3.143086775061707385e+02,-5.727470448108220324e+01,-2.160576813083534553e-01,1.419728049745488385e-01,1.001431020164285890e+01,1.820435254749156463e-12,1.000000000000000000e+00,1.561397305922944715e-58,8.787920866237938183e-105,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
2.300000000000000100e-01,-2.427124896089274273e+02,-3.277603393006986607e+02,-8.595495136148039705e+01,-2.428258832279026613e-01,1.598733138843634327e-01,1.000867775112164360e+01,5.391368522660358043e-13,1.000000000000000000e+00,3.342001577730377802e-60,4.896647653748041273e-107,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
2.399999999999999911e-01,-2.752336937232759055e+02,-3.402901647846620676e+02,-1.155107651913525615e+02,-2.706484088073881633e-01,1.781225663604838472e-01,1.000151274904606069e+01,1.183981920583328210e-13,1.000000000000000000e+00,1.869314958645408936e-62,1.228329168249982868e-110,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
2.500000000000000000e-01,-3.097183392442569243e+02,-3.523917615484647285e+02,-1.463253734289860688e+02,-2.995248014056653418e-01,1.967622444439658946e-01,9.993050324575587950e+00,2.567037369209576990e-14,1.000000000000000000e+00,5.656280329857260585e-65,5.955017118889032529e-115,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
2.600000000000000089e-01,-3.459789194960691248e+02,-3.646928679233696471e+02,-1.783464352135811737e+02,-3.292766087301458033e-01,2.158859733387776536e-01,9.983760409816094139e+00,6.516992676793285675e-15,1.000000000000000000e+00,9.746369013739409576e-68,1.182446447822488999e-119,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
